asset_id,asset_code,asset_name,district,structure_length_m,route_class,lanes_count,built_year,bridge_age_years,bridge_type_context,highway_raw,railway_raw,reported_width_m_context_only,render_width_used_as_model_fact,shared_features_present,transfer_scope
12642,AP_BR_OSM_W853611965,Unnamed Road Bridge - OSM 853611965,,27.35,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12643,AP_BR_OSM_W853615021,Unnamed Road Bridge - OSM 853615021,,18.18,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12644,AP_BR_OSM_W853615025,Unnamed Road Bridge - OSM 853615025,,21.56,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12645,AP_BR_OSM_W853615080,Unnamed Road Bridge - OSM 853615080,,15.28,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12646,AP_BR_OSM_W853616376,Unnamed Road Bridge - OSM 853616376,,6.48,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12647,AP_BR_OSM_W853618388,Unnamed Road Bridge - OSM 853618388,,51.0,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12648,AP_BR_OSM_W853618624,Unnamed Road Bridge - OSM 853618624,,24.46,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12649,AP_BR_OSM_W853620530,Unnamed Road Bridge - OSM 853620530,,21.3,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12650,AP_BR_OSM_W853622696,Unnamed Road Bridge - OSM 853622696,,14.21,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12651,AP_BR_OSM_W853622698,Unnamed Road Bridge - OSM 853622698,,12.24,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12652,AP_BR_OSM_W853623146,Unnamed Road Bridge - OSM 853623146,,37.02,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12653,AP_BR_OSM_W853623147,Unnamed Road Bridge - OSM 853623147,,7.22,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12654,AP_BR_OSM_W853623149,Unnamed Road Bridge - OSM 853623149,,70.93,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12655,AP_BR_OSM_W853623484,Sarvireddipalem Village Road,,8.27,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12656,AP_BR_OSM_W853625111,Unnamed Road Bridge - OSM 853625111,,11.01,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12657,AP_BR_OSM_W853625540,Unnamed Road Bridge - OSM 853625540,,25.13,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12658,AP_BR_OSM_W853630189,Unnamed Road Bridge - OSM 853630189,,9.32,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12659,AP_BR_OSM_W853633759,Unnamed Road Bridge - OSM 853633759,,15.95,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12660,AP_BR_OSM_W853633761,Unnamed Road Bridge - OSM 853633761,,12.84,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12661,AP_BR_OSM_W853633825,Unnamed Road Bridge - OSM 853633825,,5.44,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12662,AP_BR_OSM_W853633828,Unnamed Road Bridge - OSM 853633828,,6.96,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12663,AP_BR_OSM_W853635670,Unnamed Road Bridge - OSM 853635670,,4.19,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12664,AP_BR_OSM_W853664402,Darsi - Chimakurthy Road,,39.63,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12665,AP_BR_OSM_W853664884,Unnamed Road Bridge - OSM 853664884,,802.3,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12666,AP_BR_OSM_W853664885,Unnamed Road Bridge - OSM 853664885,,801.67,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12667,AP_BR_OSM_W853664888,Unnamed Road Bridge - OSM 853664888,,20.44,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12668,AP_BR_OSM_W853664889,Unnamed Road Bridge - OSM 853664889,,18.16,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12669,AP_BR_OSM_W853664891,Unnamed Road Bridge - OSM 853664891,,30.45,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12670,AP_BR_OSM_W853664892,Unnamed Road Bridge - OSM 853664892,,29.36,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12671,AP_BR_OSM_W853664895,Unnamed Road Bridge - OSM 853664895,,21.82,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12672,AP_BR_OSM_W853664897,Unnamed Road Bridge - OSM 853664897,,22.35,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12673,AP_BR_OSM_W853677177,Unnamed Road Bridge - OSM 853677177,,8.2,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12674,AP_BR_OSM_W853677179,Unnamed Road Bridge - OSM 853677179,,6.6,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12675,AP_BR_OSM_W853677735,Singarayakonda - Pakala  Road,,20.89,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12676,AP_BR_OSM_W853677737,Singarayakonda - Pakala  Road,,7.64,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12677,AP_BR_OSM_W853677739,Singarayakonda - Pakala  Road,,7.33,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12678,AP_BR_OSM_W853677741,Singarayakonda - Pakala  Road,,9.81,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12679,AP_BR_OSM_W853678541,Unnamed Road Bridge - OSM 853678541,,12.15,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12680,AP_BR_OSM_W853682739,Unnamed Road Bridge - OSM 853682739,,7.89,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12681,AP_BR_OSM_W853682744,Unnamed Road Bridge - OSM 853682744,,5.02,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12682,AP_BR_OSM_W853682746,Unnamed Road Bridge - OSM 853682746,,4.08,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12683,AP_BR_OSM_W853682748,Unnamed Road Bridge - OSM 853682748,,3.86,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12684,AP_BR_OSM_W853682750,Unnamed Road Bridge - OSM 853682750,,2.88,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12685,AP_BR_OSM_W853682760,Unnamed Road Bridge - OSM 853682760,,4.64,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12686,AP_BR_OSM_W853682762,Unnamed Road Bridge - OSM 853682762,,4.37,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12687,AP_BR_OSM_W853682764,Unnamed Road Bridge - OSM 853682764,,3.61,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12688,AP_BR_OSM_W853683189,Unnamed Road Bridge - OSM 853683189,,11.69,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12689,AP_BR_OSM_W853686412,Sarvireddipalem Village Road,,7.26,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12690,AP_BR_OSM_W853686414,Sarvireddipalem Village Road,,7.96,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12691,AP_BR_OSM_W853686416,Sarvireddipalem Village Road,,7.17,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12692,AP_BR_OSM_W853686417,Unnamed Road Bridge - OSM 853686417,,7.97,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12693,AP_BR_OSM_W853693347,Unnamed Road Bridge - OSM 853693347,,91.04,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12694,AP_BR_OSM_W853693349,Unnamed Road Bridge - OSM 853693349,,18.57,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12695,AP_BR_OSM_W853693351,Unnamed Road Bridge - OSM 853693351,,51.97,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12696,AP_BR_OSM_W853693353,Unnamed Road Bridge - OSM 853693353,,38.12,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12697,AP_BR_OSM_W853693355,Unnamed Road Bridge - OSM 853693355,,77.36,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12698,AP_BR_OSM_W853696010,Unnamed Road Bridge - OSM 853696010,,11.7,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12699,AP_BR_OSM_W853696011,Unnamed Road Bridge - OSM 853696011,,12.22,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12700,AP_BR_OSM_W853696014,Unnamed Road Bridge - OSM 853696014,,19.92,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12701,AP_BR_OSM_W853696017,Unnamed Road Bridge - OSM 853696017,,8.73,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12702,AP_BR_OSM_W853696020,Unnamed Road Bridge - OSM 853696020,,9.0,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12703,AP_BR_OSM_W853696542,Unnamed Road Bridge - OSM 853696542,,12.52,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12704,AP_BR_OSM_W853698490,Unnamed Road Bridge - OSM 853698490,,5.37,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12705,AP_BR_OSM_W853706710,Unnamed Road Bridge - OSM 853706710,,8.86,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12706,AP_BR_OSM_W853706713,Unnamed Road Bridge - OSM 853706713,,9.54,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12707,AP_BR_OSM_W853708186,Unnamed Road Bridge - OSM 853708186,,9.02,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12708,AP_BR_OSM_W853708190,Unnamed Road Bridge - OSM 853708190,,11.21,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12709,AP_BR_OSM_W853708194,Unnamed Road Bridge - OSM 853708194,,6.08,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12710,AP_BR_OSM_W853708225,Unnamed Road Bridge - OSM 853708225,,31.85,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12711,AP_BR_OSM_W853708226,Unnamed Road Bridge - OSM 853708226,,33.84,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12712,AP_BR_OSM_W853708229,Unnamed Road Bridge - OSM 853708229,,33.78,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12713,AP_BR_OSM_W853708230,Unnamed Road Bridge - OSM 853708230,,34.03,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12714,AP_BR_OSM_W853712775,Unnamed Road Bridge - OSM 853712775,,22.28,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12715,AP_BR_OSM_W853713031,Unnamed Road Bridge - OSM 853713031,,4.38,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12716,AP_BR_OSM_W853714045,Unnamed Road Bridge - OSM 853714045,,6.13,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12717,AP_BR_OSM_W853719698,Unnamed Road Bridge - OSM 853719698,,17.46,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12718,AP_BR_OSM_W853722201,Unnamed Road Bridge - OSM 853722201,,6.84,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12719,AP_BR_OSM_W853731403,Unnamed Road Bridge - OSM 853731403,,53.18,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12720,AP_BR_OSM_W853739979,Unnamed Road Bridge - OSM 853739979,,12.46,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12721,AP_BR_OSM_W853743051,Unnamed Road Bridge - OSM 853743051,,6.11,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12722,AP_BR_OSM_W853743053,Unnamed Road Bridge - OSM 853743053,,5.64,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12723,AP_BR_OSM_W853743488,Unnamed Road Bridge - OSM 853743488,,14.29,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12724,AP_BR_OSM_W853743490,Unnamed Road Bridge - OSM 853743490,,11.54,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12725,AP_BR_OSM_W853744923,Unnamed Road Bridge - OSM 853744923,,20.54,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12726,AP_BR_OSM_W853754483,Unnamed Road Bridge - OSM 853754483,,24.73,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12727,AP_BR_OSM_W853754493,Unnamed Road Bridge - OSM 853754493,,7.19,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12728,AP_BR_OSM_W853754495,Unnamed Road Bridge - OSM 853754495,,7.99,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12729,AP_BR_OSM_W853754497,Unnamed Road Bridge - OSM 853754497,,8.73,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12730,AP_BR_OSM_W853754499,Unnamed Road Bridge - OSM 853754499,,7.95,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12731,AP_BR_OSM_W853754501,Unnamed Road Bridge - OSM 853754501,,7.35,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12732,AP_BR_OSM_W853754503,Unnamed Road Bridge - OSM 853754503,,7.43,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12733,AP_BR_OSM_W853754505,Unnamed Road Bridge - OSM 853754505,,7.71,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12734,AP_BR_OSM_W853754507,Unnamed Road Bridge - OSM 853754507,,8.45,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12735,AP_BR_OSM_W853754509,Unnamed Road Bridge - OSM 853754509,,8.62,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12736,AP_BR_OSM_W853754510,Unnamed Road Bridge - OSM 853754510,,5.94,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12737,AP_BR_OSM_W853754514,Unnamed Road Bridge - OSM 853754514,,5.49,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12738,AP_BR_OSM_W853756325,Unnamed Road Bridge - OSM 853756325,,15.57,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12739,AP_BR_OSM_W853760503,Unnamed Road Bridge - OSM 853760503,,11.29,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12740,AP_BR_OSM_W853760506,Unnamed Road Bridge - OSM 853760506,,5.56,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12741,AP_BR_OSM_W853764176,Unnamed Road Bridge - OSM 853764176,,15.66,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12742,AP_BR_OSM_W853800409,Unnamed Road Bridge - OSM 853800409,,12.97,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12743,AP_BR_OSM_W853806597,Unnamed Road Bridge - OSM 853806597,,3.56,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12744,AP_BR_OSM_W853806600,Unnamed Road Bridge - OSM 853806600,,6.31,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12745,AP_BR_OSM_W853806602,Unnamed Road Bridge - OSM 853806602,,5.18,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12746,AP_BR_OSM_W853806604,Unnamed Road Bridge - OSM 853806604,,5.92,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12747,AP_BR_OSM_W853806606,Unnamed Road Bridge - OSM 853806606,,5.46,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12748,AP_BR_OSM_W853806608,Unnamed Road Bridge - OSM 853806608,,8.01,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12749,AP_BR_OSM_W853806610,Unnamed Road Bridge - OSM 853806610,,7.51,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12750,AP_BR_OSM_W853813430,Unnamed Road Bridge - OSM 853813430,,13.85,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12751,AP_BR_OSM_W853821524,Unnamed Road Bridge - OSM 853821524,,32.94,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12752,AP_BR_OSM_W853821526,Unnamed Pedestrian Bridge - OSM 853821526,,24.09,OTHER,,,,PEDESTRIAN,path,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12753,AP_BR_OSM_W853821530,Unnamed Pedestrian Bridge - OSM 853821530,,19.05,OTHER,,,,PEDESTRIAN,path,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12754,AP_BR_OSM_W853821533,Unnamed Road Bridge - OSM 853821533,,72.97,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12755,AP_BR_OSM_W853821534,Unnamed Road Bridge - OSM 853821534,,12.18,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12756,AP_BR_OSM_W853828997,Unnamed Road Bridge - OSM 853828997,,12.25,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12757,AP_BR_OSM_W853852560,Unnamed Road Bridge - OSM 853852560,,7.32,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12758,AP_BR_OSM_W853852562,Unnamed Road Bridge - OSM 853852562,,6.14,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12759,AP_BR_OSM_W853852565,Unnamed Road Bridge - OSM 853852565,,4.36,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12760,AP_BR_OSM_W853980870,Unnamed Road Bridge - OSM 853980870,,39.79,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12761,AP_BR_OSM_W853980871,Unnamed Road Bridge - OSM 853980871,,19.04,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12762,AP_BR_OSM_W854113760,Unnamed Road Bridge - OSM 854113760,,36.31,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12763,AP_BR_OSM_W854261125,Badvel Main Road,,18.2,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12764,AP_BR_OSM_W854261126,Badvel Main Road,,18.39,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12765,AP_BR_OSM_W854275814,Nuzividu - Gampalagudem Road,,33.42,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12766,AP_BR_OSM_W854275818,Nuzividu - Gampalagudem Road,,17.32,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12767,AP_BR_OSM_W854404065,Unnamed Road Bridge - OSM 854404065,,8.46,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12768,AP_BR_OSM_W854406793,Unnamed Road Bridge - OSM 854406793,,11.32,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12769,AP_BR_OSM_W854406796,Unnamed Road Bridge - OSM 854406796,,11.71,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12770,AP_BR_OSM_W854406798,Unnamed Road Bridge - OSM 854406798,,13.16,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12771,AP_BR_OSM_W854406801,Unnamed Road Bridge - OSM 854406801,,8.87,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12772,AP_BR_OSM_W854406803,Unnamed Road Bridge - OSM 854406803,,9.98,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12773,AP_BR_OSM_W854406810,Unnamed Road Bridge - OSM 854406810,,5.28,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12774,AP_BR_OSM_W854409427,Unnamed Road Bridge - OSM 854409427,,16.02,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12775,AP_BR_OSM_W854412097,Unnamed Road Bridge - OSM 854412097,,4.99,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12776,AP_BR_OSM_W854412105,Unnamed Road Bridge - OSM 854412105,,4.55,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12777,AP_BR_OSM_W854412106,Unnamed Road Bridge - OSM 854412106,,6.39,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12778,AP_BR_OSM_W854412108,Unnamed Road Bridge - OSM 854412108,,6.67,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12779,AP_BR_OSM_W854412110,Unnamed Road Bridge - OSM 854412110,,9.09,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12780,AP_BR_OSM_W854436199,Vijayawada - Machilipatnam Road,,25.7,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12781,AP_BR_OSM_W854450640,Unnamed Road Bridge - OSM 854450640,,7.56,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12782,AP_BR_OSM_W854500407,Guntur Bypass,,23.9,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12783,AP_BR_OSM_W854500410,Guntur Bypass,,23.36,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12784,AP_BR_OSM_W854500411,Guntur Bypass,,336.87,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12785,AP_BR_OSM_W854500412,Guntur Bypass,,338.78,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12786,AP_BR_OSM_W854500413,Service Road,,16.76,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12787,AP_BR_OSM_W854500416,Unnamed Road Bridge - OSM 854500416,,31.25,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12788,AP_BR_OSM_W854500418,Unnamed Road Bridge - OSM 854500418,,28.19,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12789,AP_BR_OSM_W854500419,Service Road,,30.54,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12790,AP_BR_OSM_W854500422,Service Road,,22.52,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
12791,AP_BR_OSM_W854500423,Unnamed Road Bridge - OSM 854500423,,29.16,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
12792,AP_BR_OSM_W854500426,Unnamed Road Bridge - OSM 854500426,,26.77,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
