asset_id,asset_code,asset_name,asset_type,feature_version,static_features,hydrology_features,has_direct_hydrology,generated_at
67,AP_DAM_WRIS_AP01MH0148,Varadaraja Swamy Gudi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0148"", ""dam_type"": ""TE"", ""age_years"": 26.0, ""gate_type"": ""RD"", ""built_year"": 2000.0, ""gate_count"": 4.0, ""river_name"": ""Munimadugulavagu"", ""dam_height_m"": 22.0, ""dam_length_m"": 588.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02376"", ""authority_level"": ""B2"", ""completion_year"": 2000.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 363.9, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1025.0697515, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1025.0}",{},False,2026-09-03T04:52:14.819262+00:00
68,AP_DAM_WRIS_AP01MH0039,Varaha Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0039"", ""dam_type"": ""TE"", ""age_years"": 51.0, ""gate_type"": null, ""built_year"": 1975.0, ""gate_count"": 6.0, ""river_name"": ""Varaha"", ""dam_height_m"": 25.0, ""dam_length_m"": 1652.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02383"", ""authority_level"": ""B2"", ""completion_year"": 1975.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 138.329, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 1019.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 523.29527644, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 523.0}",{},False,2026-09-03T04:52:14.819262+00:00
69,AP_DAM_WRIS_AP01HH0081,Veligallu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0081"", ""dam_type"": ""PG"", ""age_years"": null, ""gate_type"": ""RD"", ""built_year"": null, ""gate_count"": 4.0, ""river_name"": ""Papagni"", ""dam_height_m"": 45.0, ""dam_length_m"": 810.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02492"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Completed"", ""spillway_level_m"": 408.0, ""commencement_year"": null, ""spillway_length_m"": 72.0, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 4273.0, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 4361.0}",{},False,2026-09-03T04:52:14.819262+00:00
70,AP_DAM_WRIS_AP01MH0069,Vengalaraya Sagar Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0069"", ""dam_type"": ""TE"", ""age_years"": 38.0, ""gate_type"": ""RD"", ""built_year"": 1988.0, ""gate_count"": 4.0, ""river_name"": ""Suvrnamukhi"", ""dam_height_m"": 21.0, ""dam_length_m"": 1765.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02497"", ""authority_level"": ""B2"", ""completion_year"": 1988.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 155.0, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 2707.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1416.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 2455.0}",{},False,2026-09-03T04:52:14.819262+00:00
71,AP_DAM_WRIS_AP01MH0030,Vottigadda Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0030"", ""dam_type"": ""TE"", ""age_years"": 50.0, ""gate_type"": ""LG"", ""built_year"": 1976.0, ""gate_count"": 4.0, ""river_name"": ""Nagavalli"", ""dam_height_m"": 27.0, ""dam_length_m"": 2152.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02508"", ""authority_level"": ""B2"", ""completion_year"": 1976.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 115.52, ""commencement_year"": 1963.0, ""spillway_length_m"": null, ""dam_volume_source_value"": 301.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1507.5887726, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1509.0}",{},False,2026-09-03T04:52:14.819262+00:00
72,AP_DAM_WRIS_AP01MH0076,Yerrakalva Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0076"", ""dam_type"": ""TE"", ""age_years"": 38.0, ""gate_type"": ""LG"", ""built_year"": 1988.0, ""gate_count"": 4.0, ""river_name"": ""Yerrakalva"", ""dam_height_m"": 19.79, ""dam_length_m"": 2700.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": ""OT"", ""structure_code"": ""D02647"", ""authority_level"": ""B2"", ""completion_year"": 1988.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 78.5, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 1500.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1370.5352478, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1371.0}",{},False,2026-09-03T04:52:14.819262+00:00
73,AP_DAM_WRIS_AP01MH0074,Yogivemana Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0074"", ""dam_type"": ""TE + PG"", ""age_years"": 25.0, ""gate_type"": ""RD"", ""built_year"": 2001.0, ""gate_count"": 11.0, ""river_name"": ""Maddeleru River"", ""dam_height_m"": 29.46, ""dam_length_m"": 570.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02659"", ""authority_level"": ""B2"", ""completion_year"": 2001.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 377.0, ""commencement_year"": 1991.0, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 100.38321185, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 3545.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 23.156, ""min"": 4.172, ""std"": 4.547812460941936, ""mean"": 12.2736069241012, ""count"": 2253, ""latest"": 7.0, ""latest_zscore"": -1.1595919949190119, ""freshness_days"": 94.86961427342592}, ""manual_daily_reservoir_water_level_m"": {""max"": 536.441898, ""min"": 0.0, ""std"": 89.20717540514809, ""mean"": 357.4580031264417, ""count"": 2341, ""latest"": 376.790694, ""latest_zscore"": 0.21671676953962352, ""freshness_days"": 94.86961427342592}}",True,2026-09-03T04:52:14.819262+00:00
74,AP_DAM_WRIS_AP01MH0022,Zurreru Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0022"", ""dam_type"": ""TE"", ""age_years"": 63.0, ""gate_type"": ""OT"", ""built_year"": 1963.0, ""gate_count"": 2.0, ""river_name"": ""Zurreru"", ""dam_height_m"": 16.0, ""dam_length_m"": 677.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02661"", ""authority_level"": ""B2"", ""completion_year"": 1963.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 199.0, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 589.83985975, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 649.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 7.448, ""min"": 0.0, ""std"": 2.4012430544840773, ""mean"": 3.1937922960725076, ""count"": 2648, ""latest"": 1.6968, ""latest_zscore"": -0.6234238942521985, ""freshness_days"": 945.8696142734259}, ""manual_daily_reservoir_water_level_m"": {""max"": 2599.944, ""min"": 0.0, ""std"": 335.7174309691338, ""mean"": 391.4596675185857, ""count"": 4412, ""latest"": 258.561836, ""latest_zscore"": -0.39586217234816284, ""freshness_days"": 945.8696142734259}}",True,2026-09-03T04:52:14.819262+00:00
75,AP_DAM_WRIS_D02672,Ghambiramgedda Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": 69.0, ""gate_type"": null, ""built_year"": 1957.0, ""gate_count"": null, ""river_name"": ""Gambhiramgedda"", ""dam_height_m"": 13.0, ""dam_length_m"": 369.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02672"", ""authority_level"": ""B2"", ""completion_year"": 1957.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 37.49051307, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 173.0, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 549.34677289, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 550.0}",{},False,2026-09-03T04:52:14.819262+00:00
76,AP_DAM_WRIS_AP01MH0010,Nakkalagandi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0010"", ""dam_type"": ""TE"", ""age_years"": 68.0, ""gate_type"": null, ""built_year"": 1958.0, ""gate_count"": null, ""river_name"": ""Uppuvagu"", ""dam_height_m"": 15.0, ""dam_length_m"": 354.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03220"", ""authority_level"": ""B2"", ""completion_year"": 1958.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 113.39, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 875.0, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 934.56, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 340.0}",{},False,2026-09-03T04:52:14.819262+00:00
77,AP_DAM_WRIS_D03507,Gundlamotu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""OT"", ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 16.0, ""dam_length_m"": 605.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03507"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 652.0}",{},False,2026-09-03T04:52:14.819262+00:00
78,AP_DAM_WRIS_AP01LH0096,Haresamudram Big Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0096"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""LG"", ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 10.0, ""dam_length_m"": 1264.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03517"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 206.0}",{},False,2026-09-03T04:52:14.819262+00:00
79,AP_DAM_WRIS_AP01_0131,Hiramandalam Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01**0131"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Vamsadhara"", ""dam_height_m"": null, ""dam_length_m"": 200.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03520"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 667.0}",{},False,2026-09-03T04:52:14.819262+00:00
80,AP_DAM_WRIS_AP01LH0051,Jalakanur Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0051"", ""dam_type"": ""TE"", ""age_years"": 45.0, ""gate_type"": null, ""built_year"": 1981.0, ""gate_count"": null, ""river_name"": ""Bodivagu"", ""dam_height_m"": 10.51, ""dam_length_m"": 7200.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03566"", ""authority_level"": ""B2"", ""completion_year"": 1981.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.7, ""design_flood_source_value"": null, ""engineering_fields_available"": 7.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 362.0}",{},False,2026-09-03T04:52:14.819262+00:00
81,AP_DAM_WRIS_AP01LH0084,Akkapalem Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0084"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 11.1, ""dam_length_m"": 433.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D03322"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
82,AP_DAM_WRIS_AP01LH0085,Ananthasagarm Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0085"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Pennar"", ""dam_height_m"": 14.0, ""dam_length_m"": 3500.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03338"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 339.0}",{},False,2026-09-03T04:52:14.819262+00:00
83,AP_DAM_WRIS_AP01HH0019,Buggavagu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0019"", ""dam_type"": ""TE"", ""age_years"": 65.0, ""gate_type"": ""OT"", ""built_year"": 1961.0, ""gate_count"": 9.0, ""river_name"": ""Buggavagu"", ""dam_height_m"": 31.0, ""dam_length_m"": 2576.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03378"", ""authority_level"": ""B2"", ""completion_year"": 1961.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 1983.0, ""engineering_completeness"": 0.8, ""design_flood_source_value"": null, ""engineering_fields_available"": 8.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 567.0}",{},False,2026-09-03T04:52:14.819262+00:00
84,AP_DAM_WRIS_AP01LH0034,Bukkapatnam Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0034"", ""dam_type"": ""TE"", ""age_years"": 51.0, ""gate_type"": null, ""built_year"": 1975.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 14.0, ""dam_length_m"": 6017.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03381"", ""authority_level"": ""B2"", ""completion_year"": 1975.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 567.0}",{},False,2026-09-03T04:52:14.819262+00:00
85,AP_DAM_WRIS_AP01MH0128,Chagallu Barrage Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0128"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Pennar"", ""dam_height_m"": 21.43, ""dam_length_m"": 291.5, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03391"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 9712.0}",{},False,2026-09-03T04:52:14.819262+00:00
86,AP_DAM_WRIS_AP01LH0091,Chintakuntavagu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0091"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Local Stream"", ""dam_height_m"": 13.0, ""dam_length_m"": 285.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03411"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 66.0}",{},False,2026-09-03T04:52:14.819262+00:00
87,AP_DAM_WRIS_AP01LH0125,Dharmavaram Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0125"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 11.0, ""dam_length_m"": 6393.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03453"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 27402.0}",{},False,2026-09-03T04:52:14.819262+00:00
88,AP_DAM_WRIS_AP01HH0057,Donkarai ( S.H.E.S),dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0057"", ""dam_type"": ""PG"", ""age_years"": 43.0, ""gate_type"": ""RD"", ""built_year"": 1983.0, ""gate_count"": 12.0, ""river_name"": ""Sileru"", ""dam_height_m"": 71.0, ""dam_length_m"": 1398.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03456"", ""authority_level"": ""B2"", ""completion_year"": 1983.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 303.88651652, ""commencement_year"": null, ""spillway_length_m"": 598.7, ""dam_volume_source_value"": 2038.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 7850.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 15593.0}",{},False,2026-09-03T04:52:14.819262+00:00
89,AP_DAM_WRIS_TL47HH0060,Forebay Lower Sileru ( S.H.E.S) Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""TL47HH0060"", ""dam_type"": ""TE"", ""age_years"": 48.0, ""gate_type"": ""OT"", ""built_year"": 1978.0, ""gate_count"": null, ""river_name"": ""Sileru"", ""dam_height_m"": 67.0, ""dam_length_m"": 548.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03466"", ""authority_level"": ""B2"", ""completion_year"": 1978.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 930.0, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 2669.0, ""engineering_completeness"": 0.8, ""design_flood_source_value"": 167.0, ""engineering_fields_available"": 8.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
90,AP_DAM_WRIS_AP01MH0092,Gandicheruvu (Dist-Prakasam) Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0092"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""OT"", ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 26.69, ""dam_length_m"": 240.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03474"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 255.0}",{},False,2026-09-03T04:52:14.819262+00:00
91,AP_DAM_WRIS_AP01LH0104,Panthulu Cheruvu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0104"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""LG"", ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.0, ""dam_length_m"": 923.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03914"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 140.0}",{},False,2026-09-03T04:52:14.819262+00:00
92,AP_DAM_WRIS_AP01LH0106,Paya Cheruvu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0106"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 14.0, ""dam_length_m"": 200.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03922"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
93,AP_DAM_WRIS_AP01LH0070,Pedaballi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0070"", ""dam_type"": ""TE"", ""age_years"": 26.0, ""gate_type"": null, ""built_year"": 2000.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.0, ""dam_length_m"": 149.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03927"", ""authority_level"": ""B2"", ""completion_year"": 2000.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 2.0}",{},False,2026-09-03T04:52:14.819262+00:00
